Word,Match Type,Language,Type,Severity,Substring Match,Language,Type,Severity,Substring Match,...
espn-cth,not_exact,,,,e,en,Alcohol-Drug;PII,mild
user_dmyilwbq_new,not_exact,,,,e,en,Alcohol-Drug;PII,mild,q,fr,Sexual,medium,er,en,Disney,medium
user_okmernqe_new,not_exact,,,,e,en,Alcohol-Drug;PII,mild,q,fr,Sexual,medium,er,en,Disney,medium
user_vkndnbka_new,not_exact,,,,e,en,Alcohol-Drug;PII,mild,er,en,Disney,medium
user_jyazijid_new,not_exact,,,,e,en,Alcohol-Drug;PII,mild,er,en,Disney,medium,id,es,Account;PII,medium
BenDover,not_exact,,,,e,en,Alcohol-Drug;PII,mild,dover,es,Places,medium,er,en,Disney,medium
fgfdgfdg0909,not_exact,,,,fg,en,Bigotry-Racism;Bullying;Disney,medium
user_zfcdadle_new,not_exact,,,,e,en,Alcohol-Drug;PII,mild,er,en,Disney,medium
bigjjacobson,not_exact,,,,bs,en,Vulgarity,medium,bi,pt,Sexual,medium,ob,pt,Sexual,medium,so,da,Bullying,high
strykker68,not_exact,,,,e,en,Alcohol-Drug;PII,mild,er,en,Disney,medium,kk,fi,Weapons,medium,st,en,Disney;PII,medium
605First,not_exact,,,,st,en,Disney;PII,medium
Kyrion12,not_exact,,,,1,en,Numbers,medium
ucjim213,not_exact,,,,1,en,Numbers,medium
panty_hose,not_exact,,,,e,en,Alcohol-Drug;PII,mild,ho,en,Bullying,medium,hos,en,Bullying;Disney;Sexual,medium
MJAHeeHee,not_exact,,,,e,en,Alcohol-Drug;PII,mild
xbytchx,not_exact,,,,x,en,Alcohol-Drug;Sexual,medium
WparkFC,not_exact,,,,rk,fi,Weapons,mild,park,de,PII,medium
WparkCFB,not_exact,,,,fb,en,PII,medium,rk,fi,Weapons,mild,park,de,PII,medium
werwefsdf,not_exact,,,,e,en,Alcohol-Drug;PII,mild,er,en,Disney,medium
cconradx,not_exact,,,,x,en,Alcohol-Drug;Sexual,medium,cc,en,Disney,medium,con,fr,Microsoft;Vulgarity,medium
SandyHook,not_exact,,,,ho,en,Bullying,medium,sandy,es,Places,medium,yhoo,en,Disney;Sexual,medium,hoo,en,Vulgarity,mild
Johnzcuc45_,not_exact,,,,cu,pt,Microsoft;Vulgarity,medium
Christinezl9d2e_,not_exact,,,,e,en,Alcohol-Drug;PII,mild,st,en,Disney;PII,medium,christ,de,Religion,medium
atomantic,not_exact,,,,anti,en,Disney,mild
shawn15151515,not_exact,,,,1,en,Numbers,medium
aleecek,not_exact,,,,e,en,Alcohol-Drug;PII,mild,ale,en,Alcohol-Drug,mild
david053,not_exact,,,,id,es,Account;PII,medium
uhacjason33,not_exact,,,,so,da,Bullying,high
callgood44,not_exact,,,,allgood,es,Places,medium
mpkoff,not_exact,,,,pk,zh,Microsoft,medium,koff,fi,Alcohol-Drug,medium
HenryL1987,not_exact,,,,1,en,Numbers,medium,e,en,Alcohol-Drug;PII,mild,henry,es,Places,medium
suqacoq,not_exact,,,,q,fr,Sexual,medium
kidczm,not_exact,,,,id,es,Account;PII,medium
bobbyczmchild1,not_exact,,,,1,en,Numbers,medium,ob,pt,Sexual,medium
ecohenofficial,not_exact,,,,e,en,Alcohol-Drug;PII,mild
TitchBits,not_exact,,,,bi,pt,Sexual,medium,tit,en,Microsoft;Vulgarity,medium
gouldesigns,not_exact,,,,e,en,Alcohol-Drug;PII,mild
kababake,not_exact,,,,e,en,Alcohol-Drug;PII,mild
Rex93676,not_exact,,,,e,en,Alcohol-Drug;PII,mild,x,en,Alcohol-Drug;Sexual,medium,ex,en,Disney,medium
John09710,not_exact,,,,1,en,Numbers,medium
Mnm5671,not_exact,,,,1,en,Numbers,medium
Carrie72333,not_exact,,,,e,en,Alcohol-Drug;PII,mild
Abe1948,not_exact,,,,1,en,Numbers,medium,e,en,Alcohol-Drug;PII,mild,abe,da,Bullying,mild
INGRAMOS1,not_exact,,,,1,en,Numbers,medium,mo,en,Disney,medium,ngr,en,Bigotry-Racism,medium,mos,en,Grooming,medium,gram,en,PII,medium,ramos,es,Names-Last,medium
ryans414,not_exact,,,,1,en,Numbers,medium
Jack48154,not_exact,,,,1,en,Numbers,medium,ck,en,Disney,mild
fockerindiaz,not_exact,,,,e,en,Alcohol-Drug;PII,mild,di,en,Disney,medium,er,en,Disney,medium,ck,en,Disney,mild,diaz,es,Names-Last,medium
ilykefood,not_exact,,,,e,en,Alcohol-Drug;PII,mild
diebamadie,not_exact,,,,e,en,Alcohol-Drug;PII,mild,di,en,Disney,medium,die,en,Disney;Harm-Abuse;Threats,mild
Stabone817,not_exact,,,,1,en,Numbers,medium,e,en,Alcohol-Drug;PII,mild,stab,en,Violence,mild,st,en,Disney;PII,medium,abo,en,Microsoft,medium
bill33465,not_exact,,,,bi,pt,Sexual,medium
James36768,not_exact,,,,e,en,Alcohol-Drug;PII,mild,james,es,Names-Last,medium,ames,es,Places,medium
rtabit42,not_exact,,,,bi,pt,Sexual,medium
Melanie7783,not_exact,,,,e,en,Alcohol-Drug;PII,mild
Stoneware2000,not_exact,,,,e,en,Alcohol-Drug;PII,mild,st,en,Disney;PII,medium
we62s,not_exact,,,,e,en,Alcohol-Drug;PII,mild
Indotexan,not_exact,,,,e,en,Alcohol-Drug;PII,mild,x,en,Alcohol-Drug;Sexual,medium,ex,en,Disney,medium,ote,fr,Sexual,medium
Pi55M4sT0r,not_exact,,,,st,en,Disney;PII,medium
Griffin21730,not_exact,,,,1,en,Numbers,medium,griffin,es,Names-Last,medium
CuminLover,not_exact,,,,e,en,Alcohol-Drug;PII,mild,er,en,Disney,medium,cu,pt,Microsoft;Vulgarity,medium,cum,en,Microsoft;Sexual,medium
cos1982,not_exact,,,,1,en,Numbers,medium
