Word,Match Type,Language,Type,Severity,Substring Match,Language,Type,Severity,Substring Match,...
JPasimio,not_exact,,,,pas,en,Disney,none
BabygirlNish,not_exact,,,,ln,en,Disney,none
lucydragneelnalu2,not_exact,,,,ln,en,Disney,none
willypasuld,not_exact,,,,pas,en,Disney,none
alnaTV9000,not_exact,,,,ln,en,Disney,none
rocker435,not_exact,,,,rocker,en,Disney,none
dwarven1994,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Pascpat,not_exact,,,,pas,en,Disney,none
swager903,not_exact,,,,swag,en,Disney,none
thepythonking,not_exact,,,,python,en,Disney,none
PRETTYGIRLSWAGG,not_exact,,,,swag,en,Disney,none
Rlndo,not_exact,,,,ln,en,Disney,none
swaggergirl10,not_exact,,,,swag,en,Disney,none
loveswagg62,not_exact,,,,swag,en,Disney,none
emmyjoSWAG182,not_exact,,,,swag,en,Disney,none
mr.smooth,not_exact,,,,smooth,en,Disney,none
Leolnic3,not_exact,,,,ln,en,Disney,none
Healn1210,not_exact,,,,ln,en,Disney,none
Lnicolau26,not_exact,,,,ln,en,Disney,none
stevejack12345,not_exact,,,,ejac,en,Grooming;Microsoft;Sexual,high
panda_1999,not_exact,,,,panda,en,Disney,none
zayswagg112,not_exact,,,,swag,en,Disney,none
j-smooth,not_exact,,,,smooth,en,Disney,none
Mittabuck,not_exact,,,,mitt,en,Disney,none
swagmark99,not_exact,,,,swag,en,Disney,none
VinylNation,not_exact,,,,ln,en,Disney,none
angleswagg,not_exact,,,,swag,en,Disney,none
rocker1545,not_exact,,,,rocker,en,Disney,none
Halnoc,not_exact,,,,ln,en,Disney,none
swagkenny1356,not_exact,,,,swag,en,Disney,none
swaginout3000,not_exact,,,,swag,en,Disney,none
bossly swagg,not_exact,,,,swag,en,Disney,none
Ninjapanda42,not_exact,,,,panda,en,Disney,none
michaelnight,not_exact,,,,ln,en,Disney,none
swagg_5_swagg,not_exact,,,,swag,en,Disney,none
lilmisswagger,not_exact,,,,swag,en,Disney,none
swagolitious,not_exact,,,,swag,en,Disney,none
NineGapza,not_exact,,,,neg,en,Disney,none
PandaFlavouredPanda,not_exact,,,,panda,en,Disney,none
Rocker2808,not_exact,,,,rocker,en,Disney,none
Zelney,not_exact,,,,ln,en,Disney,none
Shawn19nc,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
olorteguisofoc,not_exact,,,,foc,en,Vulgarity,high
VIUDANEGRA,not_exact,,,,neg,en,Disney,none
kesselnick7,not_exact,,,,ln,en,Disney,none
chilln98,not_exact,,,,ln,en,Disney,none
swagger9175,not_exact,,,,swag,en,Disney,none
uuuiyogjfokf,not_exact,,,,fok,en,Vulgarity,high
fln2323,not_exact,,,,ln,en,Disney,none
ajsmooth50,not_exact,,,,smooth,en,Disney,none
MissPandaBear,not_exact,,,,panda,en,Disney,none
lilnavyseal11,not_exact,,,,ln,en,Disney,none
prettygirlswag,not_exact,,,,swag,en,Disney,none
ElNicoleto,not_exact,,,,ln,en,Disney,none
paulius paskacius,not_exact,,,,pas,en,Disney,none
KaseyFkc0124,not_exact,,,,fkc,en,Microsoft;Vulgarity,high
bullnerdman98,not_exact,,,,ln,en,Disney,none
guinan19,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
SWAGGYKEVIN00,not_exact,,,,swag,en,Disney,none
ASecretPanda,not_exact,,,,panda,en,Disney,none
Valn,not_exact,,,,ln,en,Disney,none
Kristell HZLLN,not_exact,,,,ln,en,Disney,none
i got dat swag,not_exact,,,,swag,en,Disney,none
gunnegan,not_exact,,,,neg,en,Disney,none
limehead55,not_exact,,,,meh,en,Disney,none
Swag Samurai,not_exact,,,,swag,en,Disney,none
james123swagout,not_exact,,,,swag,en,Disney,none
LincolnG,not_exact,,,,ln,en,Disney,none
prettyboyswag1234,not_exact,,,,swag,en,Disney,none
myshakSwag,not_exact,,,,swag,en,Disney,none
negliarecruit,not_exact,,,,neg,en,Disney,none
Korben1976,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
SWAGGGERSWAG,not_exact,,,,swag,en,Disney,none
gracerocker765,not_exact,,,,rocker,en,Disney,none
themonsterrockers,not_exact,,,,rocker,en,Disney,none
DarthKameha,not_exact,,,,meh,en,Disney,none
Pandabear0805,not_exact,,,,panda,en,Disney,none
PeterPan1991,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
adzswagger,not_exact,,,,swag,en,Disney,none
jaysmooth13,not_exact,,,,smooth,en,Disney,none
devin1956,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
danielnadim,not_exact,,,,ln,en,Disney,none
SmallNick,not_exact,,,,ln,en,Disney,none
LoopySwagmaster,not_exact,,,,swag,en,Disney,none
stay smooth,not_exact,,,,smooth,en,Disney,none
Joelnic22,not_exact,,,,ln,en,Disney,none
tacobot9000,not_exact,,,,taco,en,Disney,none
Frodo Swaggins,not_exact,,,,swag,en,Disney,none
Adrian19p,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Kelnc89,not_exact,,,,ln,en,Disney,none
ElNino,not_exact,,,,ln,en,Disney,none
kung fu panda,not_exact,,,,panda,en,Disney,none
Panda637,not_exact,,,,panda,en,Disney,none
nenapolin1943,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
jlmorgan1973,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
damien1995,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
BheiiYaa,not_exact,,,,heii,en,Disney,none
baconswag1,not_exact,,,,swag,en,Disney,none
Falon1997,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
taco1945,not_exact,,,,taco,en,Disney,none
Sdrain19,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
AvocadoPasta,not_exact,,,,pas,en,Disney,none
NinjaPandaTH,not_exact,,,,panda,en,Disney,none
pashkaan,not_exact,,,,pas,en,Disney,none
MadDogPasta,not_exact,,,,pas,en,Disney,none
SwaggerGirl101,not_exact,,,,swag,en,Disney,none
VogelNuts,not_exact,,,,ln,en,Disney,none
Swaggatron68,not_exact,,,,swag,en,Disney,none
PineapplePanda1,not_exact,,,,panda,en,Disney,none
Japanfan1997,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
mon192,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
papasmith2013,not_exact,,,,pas,en,Disney,none
renegadetx,not_exact,,,,neg,en,Disney,none
Melonique,not_exact,,,,niq,en,Bigotry-Racism;Microsoft;Vulgarity,high
Pandapooch,not_exact,,,,panda,en,Disney,none
BrandonTheJackFan,not_exact,,,,ejac,en,Grooming;Microsoft;Sexual,high
corbin1978,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
HulkSmashPanda,not_exact,,,,panda,en,Disney,none
Elvin1993,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Mystacole,not_exact,,,,taco,en,Disney,none
Qban1966,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Bossmanswag1121,not_exact,,,,swag,en,Disney,none
jarmalnic,not_exact,,,,ln,en,Disney,none
Martman1988,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
funkyqwertpass4358,not_exact,,,,pas,en,Disney,none
harriswey,not_exact,,,,swey,en,Disney,none
linkoln323,not_exact,,,,ln,en,Disney,none
hastapasta15,not_exact,,,,pas,en,Disney,none
dashito,not_exact,,,,shit,en,Microsoft;Vulgarity,high
omegaman19,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Nique94,not_exact,,,,niq,en,Bigotry-Racism;Microsoft;Vulgarity,high
delln28,not_exact,,,,ln,en,Disney,none
yodataco,not_exact,,,,taco,en,Disney,none
failninja21,not_exact,,,,ln,en,Disney,none
ryan19128,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Hey_Lnzay!,not_exact,,,,ln,en,Disney,none
Focus Blitz,not_exact,,,,foc,en,Vulgarity,high
Nuke Panda,not_exact,,,,panda,en,Disney,none
walnutthewise,not_exact,,,,ln,en,Disney,none
RedNinjaPanda12,not_exact,,,,panda,en,Disney,none
RurouniQ,not_exact,,,,niq,en,Bigotry-Racism;Microsoft;Vulgarity,high
iceman19381973,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Zenegata33,not_exact,,,,neg,en,Disney,none
steven19master,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
EvilOvenMitt,not_exact,,,,mitt,en,Disney,none
luckypanda1310,not_exact,,,,panda,en,Disney,none
LnDDave,not_exact,,,,ln,en,Disney,none
dizfan1923,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
onlyhuman1983,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
vounaseswager,not_exact,,,,swag,en,Disney,none
azrielnoodles123,not_exact,,,,ln,en,Disney,none
littlejack237,not_exact,,,,ejac,en,Grooming;Microsoft;Sexual,high
vwoman193,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Superpappas,not_exact,,,,pas,en,Disney,none
fordman1996,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
PandaBrickman,not_exact,,,,panda,en,Disney,none
Angelnintendo,not_exact,,,,ln,en,Disney,none
mobiusonegto,not_exact,,,,neg,en,Disney,none
PandaRaffe,not_exact,,,,panda,en,Disney,none
MITTY1414,not_exact,,,,mitt,en,Disney,none
JackieJack647,not_exact,,,,ejac,en,Grooming;Microsoft;Sexual,high
AMEhrle,not_exact,,,,meh,en,Disney,none
Mr. Manager,not_exact,,,,nager,en,Bigotry-Racism;Microsoft;Vulgarity,high
cameron190756,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Crazypanda_85,not_exact,,,,panda,en,Disney,none
KyleWatson199,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
malniytre,not_exact,,,,ln,en,Disney,none
spiderman1989,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Jackieln,not_exact,,,,ln,en,Disney,none
Coolboyzswagger,not_exact,,,,swag,en,Disney,none
hollyspashed15,not_exact,,,,pas,en,Disney,none
swaggkj,not_exact,,,,swag,en,Disney,none
ShaneGC,not_exact,,,,neg,en,Disney,none
Disturbedxpanda,not_exact,,,,panda,en,Disney,none
dolfin1967,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Gwynn19,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
jakejacob,not_exact,,,,ejac,en,Grooming;Microsoft;Sexual,high
Aaron198012,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
smittyman4321,not_exact,,,,mitt,en,Disney,none
teamswag567,not_exact,,,,swag,en,Disney,none
MarineGirl27,not_exact,,,,neg,en,Disney,none
jagswag80,not_exact,,,,swag,en,Disney,none
Brendan1980,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
rickeypasson,not_exact,,,,pas,en,Disney,none
glitergirln1,not_exact,,,,ln,en,Disney,none
swagganation14,not_exact,,,,swag,en,Disney,none
talan1985,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
TacoFromSpace,not_exact,,,,taco,en,Disney,none
minolan1981,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
MiniGreenLime,not_exact,,,,nigr,en,Bigotry-Racism;Microsoft;Vulgarity,high
Blakegotswag11,not_exact,,,,swag,en,Disney,none
Andyson19,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Alexren1942,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
jason1974,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
Trtlman1982,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
awpanda2001,not_exact,,,,panda,en,Disney,none
boneguy,not_exact,,,,neg,en,Disney,none
J_Swagg_Alexander,not_exact,,,,swag,en,Disney,none
PandaInABeeSuit,not_exact,,,,panda,en,Disney,none
JaydenSwag,not_exact,,,,swag,en,Disney,none
VENEGAS,not_exact,,,,neg,en,Disney,none
AngelicRocker,not_exact,,,,rocker,en,Disney,none
bucfan1993,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
