text,locale,variations,tags,severity,adjective,adverb,collapseDoubles,filterMode,noun,replacePhonetics,verb,definition,entryIgnores
uriné, fr, uriné, Vulgarity, medium, true, true, true, embeddable, true, true, true, 
école, fr, , Places, medium, true, true, true, embeddable, true, true, true, 
でぃるど, ja, dirudo;ディルド, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, sex toy
ボンテージ, ja, bonte ji;ボンテージ, Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, bondage; from English
antioquia, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Colombia
meter, pt, , Sexual, medium, false, false, true, embeddable, false, true, true, 
adulterar, es, adulterar;adultero, Sexual, medium, false, false, true, embeddable, false, true, true, 
مناوكة, ar, manawka;manayek;manyak;manyok;manyokat;manyoken;مناوكة;منايك;منيوك;منيوكات;منيوكه;منيوكين, Sexual;Vulgarity, high, false, false, false, embeddable, false, false, false, fucker
northglenn, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Colorado.
糞ばばあ, ja, kuso baba;くそババア;クソばばあ;クソババア;糞ばばあ;糞ババア, Vulgarity, severe, false, false, true, embeddable, false, true, false, Old bitch; a disgusting old woman; Swearword
ハクチ, ja, hakuchi;はくち;ハクチ, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, mentally retarded person; derogatory
provo, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Utah.
بوسة, ar, bosat;boseh;bosene;bosne;بوس;بوسة;بوسني;بوسي;بوسيني, Vulgarity, medium, false, false, false, embeddable, false, false, false, kiss
きちがいに刃物, ja, kichigainihamono;きちがいにはもの;きちがいに刃物;キチガイに刃物;キチガイニハモノ;気狂いに刃物, Bigotry-Racism;Threats, high, false, false, true, embeddable, false, true, false, kid with a loaded gun (phrase); incredible danger
jeffersonville, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Indiana.
savannah, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Georgia.
røvhullets, da, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
たまぶくろ, ja, tamabukuro;たまぶくろ;タマブクロ;玉袋に関する;玉袋の;玉袋の中にある, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, testicle sack; jade bag
prout, fr, , Vulgarity, medium, true, true, true, embeddable, true, true, true, 
westport, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Connecticut.
vodca, pt, vodcka;vodika;vódica, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, 1) an alcoholic beverage
コウセイシンヤク, ja, kouseishinyaku;こうせいしんやく;コウセイシンヤク, Alcohol-Drug, high, false, false, true, embeddable, false, true, false, Psychotropic Drug
でぃるどー, ja, dirido;ディルドー;ディルドーを入れる;ディルドーを押し込む;ディルドー攻め, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, sex toy; dildo
mogool, nl, , Vulgarity, high, false, false, true, nonEmbeddable, true, true, false, "Retard, motherfucker"
chinois, fr, chinetoque;chintoque, Bigotry-Racism, medium, true, true, true, embeddable, true, true, true, 
niquer, fr, niker, Microsoft;Sexual, medium, true, true, true, embeddable, true, true, true, 
spasser, da, spadser, Bullying;Microsoft, high, false, false, false, embeddable, true, true, false, derogative term for handicapped
bums, da, , Bullying, high, false, false, false, embeddable, true, true, false, homeless person
khawalat, ar, 5awal;5awalat;khawal;khawalat;خولات, Sexual;Vulgarity, high, false, false, false, embeddable, false, false, false, gay
kantsuu, ja, kantsuu;かんつう;カンツウ, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, adultery (kanji) but if katagana/hiragana it can mean 'penetration'
етьба, ru, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
asoziala, de, asoziala;asoziale;assoziala;assoziale;assozialer, Vulgarity, medium, false, false, true, embeddable, true, true, false, 
ganmenshawa, ja, ganmenshawa;がんめんシャワー;ガンメンシャワー;顔面シャワー, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, tidal wave bukkake, ganno;gun
balas, es, balas, Bullying, medium, false, false, true, embeddable, false, true, false, 
asoziale, de, asoziala;asoziale;assoziala;assoziale;assozialer, Vulgarity, medium, false, false, true, embeddable, true, true, false, 
freier, de, , Sexual, medium, false, false, true, embeddable, true, true, false, 
vance, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
娼家, ja, shoka;しょうか;ショウカ, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, whorehouse (kanji) but if katagana/hiragana it can mean 'digestion'; prostitution house
kawad, ar, 8awad;8awadeen;8awaden;8awadwh;8wadeh;kawad;kawadeen;kawadeh;kawaden;kwadeh;قوادة;قواده;قوادين, Sexual;Vulgarity, high, false, false, false, embeddable, false, false, false, pemp
putain, fr, putains, Microsoft;Vulgarity, medium, true, true, true, embeddable, true, true, true, 
ебстись, ru, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
batesville, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Misisipi.
danville, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Virginia.
culeame, es, , Disney, high, false, false, true, embeddable, false, true, false, 
enculado, es, , Microsoft, medium, false, false, false, embeddable, true, true, false, 
pingona, pt, pingona;pinguinha;pingão, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, 
enculade, fr, , Sexual, medium, true, true, true, embeddable, true, true, true, 
フォーp, ja, 4 p;4p;4pをする;4ぴー;4ピー;fo pi;ふぉーp;ふぉーピー;フォーp;フォーぴー;フォーピー;四p;四ぴー;四ピー;４p, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, Sex involving four people.
アイエキ, ja, aieki;あいえき;アイエキ, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, love juice
nipple, da, nipples, Sexual, high, false, false, false, embeddable, true, true, false, nipples
røvhullers, da, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
marana, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Arizona.
sinnsyk, no, sinnsyk, Bullying, medium, false, false, false, embeddable, true, false, false, insane
ダップン, ja, dappun;だっぷん;ダップン, Vulgarity, medium, false, false, true, embeddable, false, true, false, defacation; bowel movement
kwiky, da, kviki;kviky;kwiki;kwiky, Sexual, high, false, false, false, embeddable, true, true, false, quick sex
fakkuyu, ja, fakkuyu;ファックユー, Vulgarity, severe, false, false, true, embeddable, false, true, false, Fuck you;  from English; Swearword
busu, ja, busu;ブス, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, a ugly woman
perolo, es, alcaloide;alucinógenas;alucinógenos;amp;anabolizantes;antidepresivo;apaleado;barbitúricos;bareto;benzodiazopines;bichote;buco;buprenorfina;burrero;burundanga;calmante;candy coated chaos;canelo;cannabis;canuto;ccc;chicha;chute;coc;coca;cocaina;colacao;dayquil;dex;disolventes;drogas;escopolamina;esteroides;farla;farlopa;faso;flufi;ganjeros;gena;grifa;hachís;heroina;heroína;hierba;hongo;jaco;jalabaca;joint;kenke;ketamina;lsd;mai;maka;manteca;mariguana;maruja;metadona;metilfenidato;mezcladullo;milonga;mula;nyquil;opi;paco;parafina;pase;pastillas;pastillitas;perico;perolo;pertussin;peta;petardo;pichu;polen;polvo;polvo blanco;porros;poxi;poxipol;poxiran;pusa;red devils;robo-dots;robo-fry;robo-tripping;sdafed;somnifero;somñifero;speedbal;tabaco;trabado;tripi;triple c;truja;trócola;tussafed;weed;yeyo;zarpa;ácido;ácidos;éxtasis, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, drugs, arlo;meet;mufasa;mulan;naboo;zootopia
ハントウジン, ja, hantoujin;はんとうじん;ハントウジン, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, derogatory term for person from Korean peninisula; derogatory
chenega, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
хуев, ru, хуее;хуек;хуел;хуем;хуен;хуеп;хуес;хует, Microsoft;Vulgarity, severe, false, true, true, embeddable, false, true, false, 
calice, fr, calice;calis;kalis, Vulgarity, medium, true, true, false, embeddable, true, false, true, 
хуее, ru, хуее;хуек;хуел;хуем;хуен;хуеп;хуес;хует, Microsoft;Vulgarity, severe, false, true, true, embeddable, false, true, false, 
fakku, ja, fakku;ファック, Vulgarity, severe, false, false, true, embeddable, false, true, false, Fuck;  from English; Swearword
srabák, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
fakka, ja, fakka;ファッカー, Vulgarity, severe, false, false, true, embeddable, false, true, false, Fucker;  from English; Swearword
いかさま, ja, ikasama;イカサマ, Vulgarity, medium, false, false, true, embeddable, false, true, false, trickery; a fake
vagina, pt, vaginao;vagininhas, Sexual, high, false, false, true, embeddable, true, true, false, 
belgrade, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Montana.
kuruijishi, ja, kuruijishi;くるいじし;クルイジシ;狂獅子, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, A name of sex positions. (Traditional expression)
anakonda, da, anakonda, Sexual, high, false, false, false, embeddable, true, true, false, anaconda;penis
キマル, ja, kimaru;キマる;キマル, Alcohol-Drug, high, false, false, true, embeddable, false, true, false, Stone (by a drug)
kwiki, da, kviki;kviky;kwiki;kwiky, Sexual, high, false, false, false, embeddable, true, true, false, quick sex
pilerman, de, pileman;pilemann;pilerman;pilermann;pillerman;pillermann, Sexual, medium, false, false, true, embeddable, true, true, false, 
kusottare, ja, kusottare;くそったれ;クソッタレ, Vulgarity, high, false, false, true, embeddable, false, true, false, Asshole; Shithead; Swearword
zandneger, nl, , Microsoft, medium, false, false, true, embeddable, true, true, false, 
kyonyu, ja, kyonyu;きょにゅう;キョニュウ, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, huge tits; Slang
camiri, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Bolivia
poepen, nl, , Vulgarity, high, false, false, true, nonEmbeddable, false, true, true, "To defecate, shit; to fart"
小児性愛, ja, shouniai;しょうにあい;ショウニアイ;小児性愛の, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, pedophilia; pediatric sex
ちゃか, ja, chaka;チャカ, Weapons, high, false, false, true, embeddable, false, true, false, pistol; gun; gangstar slang
zorra, es, cabreada;cabreado;cabrear;cabreo;callejera;cocoya;descojone;emputadas;emputecer;guila;perra;piruja;putadas;putah;putasa;putaza;puterías;putialegre;putilla;putillo;puto;putoh;putona;pvto;talonera;wachiturra;wila;zopenca;zorra;zunga, Disney;Microsoft, medium, false, false, true, embeddable, true, true, false, , zorro
colonia, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in URUGUAY
ダイサンゴク, ja, daisangoku;だいさんごく;ダイサンゴク, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, China; Korea; derogatory
humala, fi, , Alcohol-Drug, medium, true, false, true, nonEmbeddable, true, true, false, drunk
morphina, pt, morfena;morfima;morphina, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, "Potent opiate narcotic, widely used in hospitals for relief of severe pain. Addictive with potential for abuse. Overdose may be lethal. Side effects include narcosis and respiratory depression."
biscate, pt, , Sexual, medium, true, false, true, embeddable, true, true, false, 
torrington, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Connecticut.
pemiscot, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Missouri.
palomon, es, calceto;desert eagle;la 22;machete;metralleta;mortero;palomon, Weapons, medium, false, false, true, embeddable, false, true, false, 
デモドリ, ja, demodori;でもどり;デモドリ, Bigotry-Racism, medium, false, false, true, embeddable, false, true, false, a divorced woman (back at her parents' home); derogatory
いんばい, ja, inbai;いんばい;インバイ, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, Prostitute 'trick'
pistola, pt, , Sexual, medium, true, false, true, embeddable, true, true, false, 
paring, nl, , Sexual, medium, false, false, true, nonEmbeddable, true, true, false, "Copulation, mating"
хуем, ru, хуее;хуек;хуел;хуем;хуен;хуеп;хуес;хует, Microsoft;Vulgarity, severe, false, true, true, embeddable, false, true, false, 
balurdo, es, ario;arrivista;asshole;balurdo;bastardo;bebota;befa;bitch;blade;blenorrea;bobita;bobito;bode;bofe;boludito;borrero;bostero;braguetero;broca;bruto;buey;bugarrón;cabrado;cacreca;cafiche;cagado;cagueta;cagón;calato;carechimba;castrado;cerda;cerdo;cerote;chacha;chacho;chafalote;chaira;chancha;chanchita;chancho;chcuhumeca;chichona;chimar;chirrete;chirri;chivo;chocote;cholo;choncha;choncho;chopo;choro;chucha;chucho;chuchumeca;chuco;chumino;chunchurria;chupete;cipotón;cochón;colero;comemierda;corroncho;descojono;desgraciado;desmadrado;dot;dxk;déspota;enano;escoria;estúpido;fachita;fea;felpudita;feo;firro;fofa;fofo;fregado;frijolero;fuck;fundillo;gabacho;gamin;garnufia;gigolo;golli;golly;gonochachurria;gonochanchurria;gorda;gordo;gorsovia;greengo;gringo;guaca;guache;guacho;guanajo;guano;guevon;herofilo;hinchapelotas;hocicón;huacha;huachos;huevada;iguazo;imbecil;inepto;infradotado;inga tu;insultar;insultos;jaina;lambehuevos;lamehuevos;lechera;lechero;lechona;lechón;limada;lujuria;lujurioso;maldito;malnacida;malnacido;maniaco;marrano;marranoa;menso;mocha;mocho;mocoso;moro;naca;nalgas;negro;nigger;ogt;ouerco;pacaya;papanatas;pargo;partes nobles;pashpa;pechoca;pelotudo;pepa;perverso;pesquesuda;petiso;pichurria;piojoso;piricuaro;pirula;pisto;pitaya;plebe;pocho;pogo;potorro;puerca;puerco;punga;putón;puñetero;rata;retrasado;rosquero;shit;sinfiate;sisimite;sorcho;soreco;soreta;sorete;soretear;suato;subnormal;sucia;síndrome de down;tayudo;tetona;tolete;tonta;tontita;tontito;tonto;troncho;trunco;tungo;turro;uache;uacho;vergajo;wache;wey;wogg;yegua;yesco;zopenco;zorrón;ñanga;ñero, Bullying;Microsoft, medium, false, false, true, embeddable, true, true, true, , echo;orro;syndrome;síndrome;tonto
salamanca, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in España
хуел, ru, хуее;хуек;хуел;хуем;хуен;хуеп;хуес;хует, Microsoft;Vulgarity, severe, false, true, true, embeddable, false, true, false, 
بوسي, ar, bosat;boseh;bosene;bosne;بوس;بوسة;بوسني;بوسي;بوسيني, Vulgarity, medium, false, false, false, embeddable, false, false, false, kiss
хуен, ru, хуее;хуек;хуел;хуем;хуен;хуеп;хуес;хует, Microsoft;Vulgarity, severe, false, true, true, embeddable, false, true, false, 
foque, fr, focke;focké;foqiou;foque;phoque, Vulgarity, medium, true, true, true, distinguishable, true, true, true, 
хуек, ru, хуее;хуек;хуел;хуем;хуен;хуеп;хуес;хует, Microsoft;Vulgarity, severe, false, true, true, embeddable, false, true, false, 
اهبل, ar, ahbal;habayel;habla;mahabeel;مهابيل;هبايل;هبلة, Vulgarity, medium, false, false, false, embeddable, false, false, false, dumm
salopar, fr, salop;salopar;salopard;salopards;salopes;salops, Microsoft;Vulgarity, medium, true, true, true, embeddable, true, true, true, 
コウモウジン, ja, koumoujin;こうもうじん;コウモウジン, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, caucasian; derogatory
хуеп, ru, хуее;хуек;хуел;хуем;хуен;хуеп;хуес;хует, Microsoft;Vulgarity, severe, false, true, true, embeddable, false, true, false, 
vysral, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
хует, ru, хуее;хуек;хуел;хуем;хуен;хуеп;хуес;хует, Microsoft;Vulgarity, severe, false, true, true, embeddable, false, true, false, 
хуес, ru, хуее;хуек;хуел;хуем;хуен;хуеп;хуес;хует, Microsoft;Vulgarity, severe, false, true, true, embeddable, false, true, false, 
sikh, fr, sikh, Bigotry-Racism, medium, true, true, true, embeddable, true, true, true, 
shaktoolik, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
buga, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Colombia
gogol, fr, , Bullying, medium, true, true, true, embeddable, true, true, true, 
cuequinha, pt, coeca;cueca;cuecazinha;cuecão;cueka;cuequinha;cuequinhas;kuecas;kueka, Sexual, medium, false, false, true, embeddable, true, true, false, underwear
adulterio, es, adulterar;adultero, Sexual, medium, false, false, true, embeddable, false, true, true, 
bethel, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
toledo, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Ohio.
pédophilie, fr, , Sexual, medium, true, true, true, embeddable, true, true, true, 
morgantown, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Virginia Occidental.
bitte, fr, bitte, Microsoft;Sexual, medium, true, true, true, embeddable, true, true, true, 
seaford, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Delaware.
exhibitionistisch, de, , Sexual, medium, true, true, true, embeddable, false, true, false, 
hachís, es, alcaloide;alucinógenas;alucinógenos;amp;anabolizantes;antidepresivo;apaleado;barbitúricos;bareto;benzodiazopines;bichote;buco;buprenorfina;burrero;burundanga;calmante;candy coated chaos;canelo;cannabis;canuto;ccc;chicha;chute;coc;coca;cocaina;colacao;dayquil;dex;disolventes;drogas;escopolamina;esteroides;farla;farlopa;faso;flufi;ganjeros;gena;grifa;hachís;heroina;heroína;hierba;hongo;jaco;jalabaca;joint;kenke;ketamina;lsd;mai;maka;manteca;mariguana;maruja;metadona;metilfenidato;mezcladullo;milonga;mula;nyquil;opi;paco;parafina;pase;pastillas;pastillitas;perico;perolo;pertussin;peta;petardo;pichu;polen;polvo;polvo blanco;porros;poxi;poxipol;poxiran;pusa;red devils;robo-dots;robo-fry;robo-tripping;sdafed;somnifero;somñifero;speedbal;tabaco;trabado;tripi;triple c;truja;trócola;tussafed;weed;yeyo;zarpa;ácido;ácidos;éxtasis, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, drugs, arlo;meet;mufasa;mulan;naboo;zootopia
castañón, es, , Names-Last, medium, false, false, false, embeddable, false, false, false, 
落人部落, ja, ochiudoburaku;おちうどぶらく;オチウドブラク, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, surrender; coward; or surrender villiage; derogatory
encabronado, es, , Microsoft, medium, false, false, false, embeddable, true, true, false, 
vodka, fi, vodka, Alcohol-Drug, medium, false, true, true, embeddable, true, true, false, vodka
buey, es, ario;arrivista;asshole;balurdo;bastardo;bebota;befa;bitch;blade;blenorrea;bobita;bobito;bode;bofe;boludito;borrero;bostero;braguetero;broca;bruto;buey;bugarrón;cabrado;cacreca;cafiche;cagado;cagueta;cagón;calato;carechimba;castrado;cerda;cerdo;cerote;chacha;chacho;chafalote;chaira;chancha;chanchita;chancho;chcuhumeca;chichona;chimar;chirrete;chirri;chivo;chocote;cholo;choncha;choncho;chopo;choro;chucha;chucho;chuchumeca;chuco;chumino;chunchurria;chupete;cipotón;cochón;colero;comemierda;corroncho;descojono;desgraciado;desmadrado;dot;dxk;déspota;enano;escoria;estúpido;fachita;fea;felpudita;feo;firro;fofa;fofo;fregado;frijolero;fuck;fundillo;gabacho;gamin;garnufia;gigolo;golli;golly;gonochachurria;gonochanchurria;gorda;gordo;gorsovia;greengo;gringo;guaca;guache;guacho;guanajo;guano;guevon;herofilo;hinchapelotas;hocicón;huacha;huachos;huevada;iguazo;imbecil;inepto;infradotado;inga tu;insultar;insultos;jaina;lambehuevos;lamehuevos;lechera;lechero;lechona;lechón;limada;lujuria;lujurioso;maldito;malnacida;malnacido;maniaco;marrano;marranoa;menso;mocha;mocho;mocoso;moro;naca;nalgas;negro;nigger;ogt;ouerco;pacaya;papanatas;pargo;partes nobles;pashpa;pechoca;pelotudo;pepa;perverso;pesquesuda;petiso;pichurria;piojoso;piricuaro;pirula;pisto;pitaya;plebe;pocho;pogo;potorro;puerca;puerco;punga;putón;puñetero;rata;retrasado;rosquero;shit;sinfiate;sisimite;sorcho;soreco;soreta;sorete;soretear;suato;subnormal;sucia;síndrome de down;tayudo;tetona;tolete;tonta;tontita;tontito;tonto;troncho;trunco;tungo;turro;uache;uacho;vergajo;wache;wey;wogg;yegua;yesco;zopenco;zorrón;ñanga;ñero, Bullying;Microsoft, medium, false, false, true, embeddable, true, true, true, , echo;orro;syndrome;síndrome;tonto
فخذات, ar, f5ad;fa5dat;fa5de;fakhdat;fakhde;فخذات;فخذة, Sexual;Vulgarity, medium, false, false, false, embeddable, false, false, false, thighs
coquimbo, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Chile
healy, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
nippel, de, nipel;niple;nipple, Sexual, medium, false, false, true, embeddable, true, true, false, 
portsmouth, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de New Hampshire.
simi, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de California.
branleuse, fr, branleuse, Microsoft;Vulgarity, medium, true, true, true, embeddable, true, true, true, 
drogar, es, bezaca, Alcohol-Drug, high, false, false, true, embeddable, true, true, true, 
copula, pt, , Sexual, medium, false, false, true, embeddable, false, true, true, 
drogas, es, alcaloide;alucinógenas;alucinógenos;amp;anabolizantes;antidepresivo;apaleado;barbitúricos;bareto;benzodiazopines;bichote;buco;buprenorfina;burrero;burundanga;calmante;candy coated chaos;canelo;cannabis;canuto;ccc;chicha;chute;coc;coca;cocaina;colacao;dayquil;dex;disolventes;drogas;escopolamina;esteroides;farla;farlopa;faso;flufi;ganjeros;gena;grifa;hachís;heroina;heroína;hierba;hongo;jaco;jalabaca;joint;kenke;ketamina;lsd;mai;maka;manteca;mariguana;maruja;metadona;metilfenidato;mezcladullo;milonga;mula;nyquil;opi;paco;parafina;pase;pastillas;pastillitas;perico;perolo;pertussin;peta;petardo;pichu;polen;polvo;polvo blanco;porros;poxi;poxipol;poxiran;pusa;red devils;robo-dots;robo-fry;robo-tripping;sdafed;somnifero;somñifero;speedbal;tabaco;trabado;tripi;triple c;truja;trócola;tussafed;weed;yeyo;zarpa;ácido;ácidos;éxtasis, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, drugs, arlo;meet;mufasa;mulan;naboo;zootopia
savoonga, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
acabada, es, , Disney, mild, false, false, true, embeddable, false, true, false, 
boquinha, pt, bocão;boka;bokinhas;boquinha;bouka, Sexual, medium, false, false, true, nonEmbeddable, true, true, false, Mouth
キマる, ja, kimaru;キマる;キマル, Alcohol-Drug, high, false, false, true, embeddable, false, true, false, Stone (by a drug)
craig, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
ублюд, ru, , Microsoft;Vulgarity, severe, false, true, true, embeddable, false, true, false, 
panochita, es, panochota, Microsoft, medium, false, false, false, embeddable, true, true, false, 
pamplona, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in España
bokinhas, pt, bocão;boka;bokinhas;boquinha;bouka, Sexual, medium, false, false, true, nonEmbeddable, true, true, false, Mouth
prelude, es, advance;american jean's;b&h;baronet;belmont;cachaspirina;café crème holandeses;capri;capstan navy cut;chestrefield;cigarrillo;commanders;derby;du maurier;el huasito;embassy;eve;export;export”a”;faros;gitannes;gold coast;habano;john player & sons;kent;kools;l&m;latino;le mans;liberty;liggett select;lucky strike;mayfair;newport;newral;pall mall;parisiennes;parliament;peter stuyvesant;pitillo;prelude;puro;regal;rodeo;supremos;tigres;viceroy;winston, Alcohol-Drug, mild, false, false, true, embeddable, true, true, false, , peter pan
anti-krist, da, anti-krist, Bigotry-Racism, medium, false, false, false, embeddable, true, true, false, anti christ
キケイアイコウ, ja, kikeiaikou;きけいあいこう;キケイアイコウ, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, Dysmorphophilia
québecois, fr, , Bigotry-Racism, medium, true, true, true, nonEmbeddable, true, true, true, 
阿婆擦れ, ja, abazure;あばずれ;アバズレ, Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, Hooker; Bitch; Slut; Slang
bude, de, , PII, medium, false, false, true, exactMatch, true, true, false, 
siete, es, catorce;cinco;cuatro;diez;doce;dos;nueve;ocho;once;quince;seis;siete;trece;tres, Numbers, medium, false, false, true, exactMatch, false, true, false, "Spanish numbers spelled out, 1 through 15"
こかいん, ja, cocaine;kokain;コカイン, Alcohol-Drug, high, false, false, true, embeddable, false, true, false, cocaine;  from English
saloper, fr, , Microsoft;Vulgarity, medium, true, true, true, embeddable, true, true, true, 
buda, pt, buda;budismo, Bigotry-Racism, medium, false, false, true, nonEmbeddable, true, true, false, "Buddhism is a religion and a philosophy encompassing a variety of traditions, beliefs and practices,"
salopes, fr, salop;salopar;salopard;salopards;salopes;salops, Microsoft;Vulgarity, medium, true, true, true, embeddable, true, true, true, 
merdaio, it, , Vulgarity, severe, false, false, true, nonEmbeddable, true, true, false, Shithole.
puttana, it, puttana, Microsoft;Vulgarity, high, false, false, false, nonEmbeddable, true, false, false, Whore; hooker; slut
вытрах, ru, вытрах;затрах;обтрах;отрах;потрах;протрах;трахае;трахаю;трахая, Microsoft;Vulgarity, medium, false, true, true, embeddable, false, true, false, 
movico, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
traçar, pt, , Sexual, medium, false, false, true, embeddable, false, true, true, 
residenz, de, , PII, medium, false, false, true, embeddable, true, true, false, 
yakutat, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
maraba, es, maraba;mata;mataba;matabais;mataban;matabas;matamos;matan;matanza;matara;matarais;mataran;mataras;matare;matareis;mataremos;mataren;matares;matarme;mataron;matarpiamos;matará;matarás;mataré;mataréis;mataría;mataríais;matarían;matarías;matas;matase;mataseis;matasen;matases;mataste;matasteis;mate;matemos;maten;mates;matábamos;matáis;matáramos;matáremos;matás;matásemos;maté;matéis;mató, Harm-Abuse, medium, false, false, true, embeddable, true, true, true, , matata;matterhorn
鏡茶臼, ja, kagamichausu;かがみちゃうす;カガミチャウス, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, A name of sex position. (Traditional expression); Chausu Kagami
ちょん, ja, chon;チョン, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, Korean; derogatory
carrollton, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
eunice, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Luisiana.
lupton, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Arizona.
へんたいてきな, ja, hentaitekina;へんたいてきな;ヘンタイテキな;ヘンタイテキナ, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, abnormal; the kinky
maraca, es, amachada;amanerado;arepera;bakala;brito;cacalan;caimiona;chabón;chimbobo;chito;chongo;choto;chupapichi;comerrajas;cuchumbo;fleto;gay;jota;jotita;joto;lela;lesbia;lesbiana;levis;leñadora;loca;maraca;maracas;marica;mayate;putaso;puñal;trabas;trabuco;trabucos;tragasables;travesaño;travesaños;travuco;travucos;trucho;ñoco, Bigotry-Racism;Microsoft, medium, false, false, true, embeddable, true, true, false, 
picture, es, enlace;foto;image;imagen;jpg;link;mp3;mp4;nude;pic;picture;png;raw;sexting;sextorsion;sexy;video;videos;wav, PII, medium, false, false, true, embeddable, true, true, false, 
カオヲミセルンジャネー, ja, kaowomiserunjane;かおをみせるんじゃねー;カオヲミセルンジャネー, Microsoft;Vulgarity, medium, false, false, true, embeddable, false, true, false, Don't show your face
