text,locale,variations,tags,severity,adjective,adverb,collapseDoubles,filterMode,noun,replacePhonetics,verb,definition,entryIgnores
ёбс, ru, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
rompicoglioni, it, rompicazzo;rompicoglioni;rompipalle, Vulgarity, high, false, false, true, nonEmbeddable, true, true, false, "Pain in the ass. Nuisance, bothersome person."
donaldsonville, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Luisiana.
narrefisse, da, , Bullying;Sexual, high, false, false, false, embeddable, true, true, false, derogative term for loose woman
tuskegee, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
penna, de, pena;pener;penna, Vulgarity, medium, false, false, true, embeddable, true, true, false, 
cortaré, es, cortaré;corto, Harm-Abuse, medium, false, false, true, embeddable, false, true, true, 
アゲマン, ja, ageman;あげまん;あげマン;アゲまん;アゲマン;上げマン, Vulgarity, medium, false, false, true, embeddable, false, true, false, A deragatory name for a woman who helps her husband succeed; Slang
عرصه, ar, 3ar9;3ar9at;ars;arsat;m3ara9;m3arasen;maras;عرصات;عرصة;عرصه;معرص;معرصين, Sexual;Vulgarity, medium, false, false, false, embeddable, false, false, false, pimp
シュウチョウ, ja, shuuchou;しゅうちょう;シュウチョウ, Bigotry-Racism, medium, false, false, true, embeddable, false, true, false, the chief (of a tribe); derogatory
tomhjerne, da, , Bullying, medium, false, false, false, embeddable, true, true, false, empty brain
ammucchiata, it, , Sexual, medium, false, false, true, nonEmbeddable, true, true, false, Orgy
weichei, de, weicheier, Vulgarity, medium, false, false, true, embeddable, true, true, false, 
bourse, fr, , Sexual, medium, true, true, true, nonEmbeddable, true, true, true, 
トイン, ja, toin;といん;トイン;舐陰の, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, cunnilingus; cunnilingus, tatooine
淫売婦, ja, inbaifu;いんばいふ;インバイフ, Sexual;Vulgarity, medium, false, false, true, embeddable, false, true, false, Prostitute
ñoco, es, amachada;amanerado;arepera;bakala;brito;cacalan;caimiona;chabón;chimbobo;chito;chongo;choto;chupapichi;comerrajas;cuchumbo;fleto;gay;jota;jotita;joto;lela;lesbia;lesbiana;levis;leñadora;loca;maraca;maracas;marica;mayate;putaso;puñal;trabas;trabuco;trabucos;tragasables;travesaño;travesaños;travuco;travucos;trucho;ñoco, Bigotry-Racism;Microsoft, medium, false, false, true, embeddable, true, true, false, 
moromierda, es, , Disney, medium, false, false, true, embeddable, false, true, false, 
せいすいぷれい, ja, seisuipurei;せいすいプレイ;セイスイプレイ;聖水プレー, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, a type of SM play
sukekomashi, ja, sukekomashi;スケコマシ, Sexual;Vulgarity, medium, false, false, true, embeddable, false, true, false, lady-killer
puleren, no, puler;puleren;pult;pulte, Microsoft;Sexual, high, false, false, false, embeddable, true, false, false, fuck
ссук, ru, ссул;ссун;ссут;сцук;сцул;сцун;сцут, Vulgarity, severe, false, true, true, embeddable, false, true, false, 
عرصة, ar, 3ar9;3ar9at;ars;arsat;m3ara9;m3arasen;maras;عرصات;عرصة;عرصه;معرص;معرصين, Sexual;Vulgarity, medium, false, false, false, embeddable, false, false, false, pimp
aniak, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
ссул, ru, ссул;ссун;ссут;сцук;сцул;сцун;сцут, Vulgarity, severe, false, true, true, embeddable, false, true, false, 
sperma, fi, , Sexual, medium, false, false, true, nonEmbeddable, true, true, false, Sperm
ссун, ru, ссул;ссун;ссут;сцук;сцул;сцун;сцут, Vulgarity, severe, false, true, true, embeddable, false, true, false, 
母夜叉, zh, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
ссут, ru, ссул;ссун;ссут;сцук;сцул;сцун;сцут, Vulgarity, severe, false, true, true, embeddable, false, true, false, 
livengood, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
feuerwehrhaus, de, , PII, medium, false, false, true, embeddable, true, true, false, 
sutiân, pt, sutian;sutien;sutiâ;sutiân;sutiãn, Sexual, medium, false, false, true, embeddable, true, true, false, bra
ghawane, ar, ghaneya;ghanyat;ghawane;غانيات;غواني, Sexual;Vulgarity, high, false, false, false, embeddable, false, false, false, prostitute 
escopolamina, es, alcaloide;alucinógenas;alucinógenos;amp;anabolizantes;antidepresivo;apaleado;barbitúricos;bareto;benzodiazopines;bichote;buco;buprenorfina;burrero;burundanga;calmante;candy coated chaos;canelo;cannabis;canuto;ccc;chicha;chute;coc;coca;cocaina;colacao;dayquil;dex;disolventes;drogas;escopolamina;esteroides;farla;farlopa;faso;flufi;ganjeros;gena;grifa;hachís;heroina;heroína;hierba;hongo;jaco;jalabaca;joint;kenke;ketamina;lsd;mai;maka;manteca;mariguana;maruja;metadona;metilfenidato;mezcladullo;milonga;mula;nyquil;opi;paco;parafina;pase;pastillas;pastillitas;perico;perolo;pertussin;peta;petardo;pichu;polen;polvo;polvo blanco;porros;poxi;poxipol;poxiran;pusa;red devils;robo-dots;robo-fry;robo-tripping;sdafed;somnifero;somñifero;speedbal;tabaco;trabado;tripi;triple c;truja;trócola;tussafed;weed;yeyo;zarpa;ácido;ácidos;éxtasis, Alcohol-Drug, medium, false, false, true, embeddable, true, true, false, drugs, arlo;meet;mufasa;mulan;naboo;zootopia
snaptjat, da, snap chat;snaptjat, Grooming;PII, medium, false, false, false, embeddable, true, true, false, snapchat
عرص, ar, 3ar9;3ar9at;ars;arsat;m3ara9;m3arasen;maras;عرصات;عرصة;عرصه;معرص;معرصين, Sexual;Vulgarity, medium, false, false, false, embeddable, false, false, false, pimp
きいん, ja, kiin;きいん;キイン, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, mentally-handicapped person; derogatory
tøsenes, no, tøsenes;tøsers, Microsoft;Sexual, high, false, false, false, embeddable, true, false, false, whore
小股はさみ, ja, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
hernandez, es, , Names-Last, medium, false, false, false, embeddable, false, false, false, 
あいえき, ja, aieki;あいえき;アイエキ, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, love juice
wohnhaus, de, , PII, medium, false, false, true, embeddable, true, true, false, 
auschwitz, de, ausschwiz, Bigotry-Racism, medium, false, false, true, embeddable, true, true, false, 
bismarck, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Dakota del Norte.
sperme, fr, , Sexual, medium, true, true, true, embeddable, true, true, true, 
huntsville, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
eta, ja, eta;えた;エタ, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, lowest rank of Japan's Edo-period caste system; peasant; lowlife
ボケなす, ja, bokenasu;ぼけナス;ボケなす;ボケナス, Microsoft;Vulgarity, high, false, false, true, embeddable, false, true, false, Dumb; Fool; bokenasu
ereksjon, da, eriksjon, Sexual, severe, false, false, false, embeddable, true, true, false, erection
バイブレーター, ja, baibureta;バイブレーター, Sexual, high, false, false, true, embeddable, false, true, false, Vibrator; from English
golli, es, ario;arrivista;asshole;balurdo;bastardo;bebota;befa;bitch;blade;blenorrea;bobita;bobito;bode;bofe;boludito;borrero;bostero;braguetero;broca;bruto;buey;bugarrón;cabrado;cacreca;cafiche;cagado;cagueta;cagón;calato;carechimba;castrado;cerda;cerdo;cerote;chacha;chacho;chafalote;chaira;chancha;chanchita;chancho;chcuhumeca;chichona;chimar;chirrete;chirri;chivo;chocote;cholo;choncha;choncho;chopo;choro;chucha;chucho;chuchumeca;chuco;chumino;chunchurria;chupete;cipotón;cochón;colero;comemierda;corroncho;descojono;desgraciado;desmadrado;dot;dxk;déspota;enano;escoria;estúpido;fachita;fea;felpudita;feo;firro;fofa;fofo;fregado;frijolero;fuck;fundillo;gabacho;gamin;garnufia;gigolo;golli;golly;gonochachurria;gonochanchurria;gorda;gordo;gorsovia;greengo;gringo;guaca;guache;guacho;guanajo;guano;guevon;herofilo;hinchapelotas;hocicón;huacha;huachos;huevada;iguazo;imbecil;inepto;infradotado;inga tu;insultar;insultos;jaina;lambehuevos;lamehuevos;lechera;lechero;lechona;lechón;limada;lujuria;lujurioso;maldito;malnacida;malnacido;maniaco;marrano;marranoa;menso;mocha;mocho;mocoso;moro;naca;nalgas;negro;nigger;ogt;ouerco;pacaya;papanatas;pargo;partes nobles;pashpa;pechoca;pelotudo;pepa;perverso;pesquesuda;petiso;pichurria;piojoso;piricuaro;pirula;pisto;pitaya;plebe;pocho;pogo;potorro;puerca;puerco;punga;putón;puñetero;rata;retrasado;rosquero;shit;sinfiate;sisimite;sorcho;soreco;soreta;sorete;soretear;suato;subnormal;sucia;síndrome de down;tayudo;tetona;tolete;tonta;tontita;tontito;tonto;troncho;trunco;tungo;turro;uache;uacho;vergajo;wache;wey;wogg;yegua;yesco;zopenco;zorrón;ñanga;ñero, Bullying;Microsoft, medium, false, false, true, embeddable, true, true, true, , echo;orro;syndrome;síndrome;tonto
bocetões, pt, bocetao;bocetas;bocetinha;bocetinhas;bocetoes;bocetona;bocetonas;bocetão;bocetões, Disney;Microsoft, high, false, false, true, embeddable, true, true, false, vagina
jægermeister, da, , Alcohol-Drug, medium, false, false, false, embeddable, true, true, false, drink
hijoeputa, es, hijodputa;hijoeputa;hijueputa, Disney, medium, false, false, true, embeddable, true, true, false, 
изъеб, ru, взеб;взъеб;взьеб;въеб;выеб;вьеб;вяб;доеб;заеб;изеб;изъеб;изьеб;наеб;обеб;объеб;отеб;отъеб;отыб;отьеб;подеб;подъеб;подьеб;поеб;приеб;разеб;разъеб;разьеб;съеб;сыб, Microsoft;Vulgarity, severe, false, false, true, embeddable, true, true, false, 
potosi, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Bolivia
golly, es, ario;arrivista;asshole;balurdo;bastardo;bebota;befa;bitch;blade;blenorrea;bobita;bobito;bode;bofe;boludito;borrero;bostero;braguetero;broca;bruto;buey;bugarrón;cabrado;cacreca;cafiche;cagado;cagueta;cagón;calato;carechimba;castrado;cerda;cerdo;cerote;chacha;chacho;chafalote;chaira;chancha;chanchita;chancho;chcuhumeca;chichona;chimar;chirrete;chirri;chivo;chocote;cholo;choncha;choncho;chopo;choro;chucha;chucho;chuchumeca;chuco;chumino;chunchurria;chupete;cipotón;cochón;colero;comemierda;corroncho;descojono;desgraciado;desmadrado;dot;dxk;déspota;enano;escoria;estúpido;fachita;fea;felpudita;feo;firro;fofa;fofo;fregado;frijolero;fuck;fundillo;gabacho;gamin;garnufia;gigolo;golli;golly;gonochachurria;gonochanchurria;gorda;gordo;gorsovia;greengo;gringo;guaca;guache;guacho;guanajo;guano;guevon;herofilo;hinchapelotas;hocicón;huacha;huachos;huevada;iguazo;imbecil;inepto;infradotado;inga tu;insultar;insultos;jaina;lambehuevos;lamehuevos;lechera;lechero;lechona;lechón;limada;lujuria;lujurioso;maldito;malnacida;malnacido;maniaco;marrano;marranoa;menso;mocha;mocho;mocoso;moro;naca;nalgas;negro;nigger;ogt;ouerco;pacaya;papanatas;pargo;partes nobles;pashpa;pechoca;pelotudo;pepa;perverso;pesquesuda;petiso;pichurria;piojoso;piricuaro;pirula;pisto;pitaya;plebe;pocho;pogo;potorro;puerca;puerco;punga;putón;puñetero;rata;retrasado;rosquero;shit;sinfiate;sisimite;sorcho;soreco;soreta;sorete;soretear;suato;subnormal;sucia;síndrome de down;tayudo;tetona;tolete;tonta;tontita;tontito;tonto;troncho;trunco;tungo;turro;uache;uacho;vergajo;wache;wey;wogg;yegua;yesco;zopenco;zorrón;ñanga;ñero, Bullying;Microsoft, medium, false, false, true, embeddable, true, true, true, , echo;orro;syndrome;síndrome;tonto
california, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Estado de USA.
langley, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Canadá
ふにゃちん, ja, funyachin;ふにゃチン;フニャチン, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, limp penis
pvto, es, cabreada;cabreado;cabrear;cabreo;callejera;cocoya;descojone;emputadas;emputecer;guila;perra;piruja;putadas;putah;putasa;putaza;puterías;putialegre;putilla;putillo;puto;putoh;putona;pvto;talonera;wachiturra;wila;zopenca;zorra;zunga, Disney;Microsoft, medium, false, false, true, embeddable, true, true, false, , zorro
陰核, ja, inkaku;いんかく;インカク, Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, Clitoris
headland, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
حمير, ar, 7amer;7mar;hameer;hmar;حمار;حمارة;حمير, Vulgarity, mild, false, false, false, embeddable, false, false, false, donkey; jack ass
putinha, pt, pouta;putaria;putinha;putona;putão, Bullying;Microsoft;Sexual, high, false, false, true, embeddable, true, true, false, slang for prostitute
eve, es, advance;american jean's;b&h;baronet;belmont;cachaspirina;café crème holandeses;capri;capstan navy cut;chestrefield;cigarrillo;commanders;derby;du maurier;el huasito;embassy;eve;export;export”a”;faros;gitannes;gold coast;habano;john player & sons;kent;kools;l&m;latino;le mans;liberty;liggett select;lucky strike;mayfair;newport;newral;pall mall;parisiennes;parliament;peter stuyvesant;pitillo;prelude;puro;regal;rodeo;supremos;tigres;viceroy;winston, Alcohol-Drug, mild, false, false, true, embeddable, true, true, false, , peter pan
schaamhaar, nl, , Sexual, mild, false, false, true, nonEmbeddable, true, true, false, Pubic hair
quenga, pt, , Sexual, medium, false, false, true, embeddable, true, true, false, 
eva, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alabama.
fetiche, pt, , Sexual, medium, true, false, true, embeddable, true, true, false, 
lavalleja, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in URUGUAY
satanizar, es, belcebú;diablito;diabllo;diablo;endiablado;leviatán;lucifer;luzbel;satan;satanizar;satanás;satánico, Violence, medium, false, false, true, embeddable, true, true, false, 
arrecha, es, arrecha;arrechas;arrecho;arrechos;pajaso;pajazo, Sexual, high, false, false, true, embeddable, false, true, true, "masturbation, masturbated", echo
zipaquirá, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Colombia
kurvákon, hu, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
pendegos, es, pendegos, Disney;Microsoft, medium, false, false, true, embeddable, true, true, false, 
あっぱー, ja, appar;upper;アッパー, Alcohol-Drug, high, false, false, true, embeddable, false, true, false, Upper (type of drug); stimulant drug;  from English
arecibo, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Puerto Rico
kenai, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
gueyes, es, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
pisser, fr, pissa;pissai;pissaient;pissais;pissait;pissant;pissas;pissasse;pissassent;pissasses;pissassiez;pissassions;pissat;pisse;pissent;pissera;pisserai;pisseraient;pisserais;pisserait;pisseras;pisserez;pisseriez;pisserions;pisserons;pisseront;pissers;pisses;pissez;pissiez;pissions;pissons;pissâmes;pissâtes;pissèrent, Vulgarity, medium, false, false, false, nonEmbeddable, false, false, false, 
areola, pt, areoula;aréula, Sexual, medium, false, false, true, nonEmbeddable, true, true, false, The colored ring around a woman's nipple.
pisses, fr, pissa;pissai;pissaient;pissais;pissait;pissant;pissas;pissasse;pissassent;pissasses;pissassiez;pissassions;pissat;pisse;pissent;pissera;pisserai;pisseraient;pisserais;pisserait;pisseras;pisserez;pisseriez;pisserions;pisserons;pisseront;pissers;pisses;pissez;pissiez;pissions;pissons;pissâmes;pissâtes;pissèrent, Vulgarity, medium, false, false, false, nonEmbeddable, false, false, false, 
prostitusjon, no, , Microsoft;Sexual, medium, false, false, false, embeddable, true, true, false, 
pissen, nl, , Vulgarity, medium, false, false, false, nonEmbeddable, false, false, true, To piss
tennessee, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Estado de USA.
pissez, fr, pissa;pissai;pissaient;pissais;pissait;pissant;pissas;pissasse;pissassent;pissasses;pissassiez;pissassions;pissat;pisse;pissent;pissera;pisserai;pisseraient;pisserais;pisserait;pisseras;pisserez;pisseriez;pisserions;pisserons;pisseront;pissers;pisses;pissez;pissiez;pissions;pissons;pissâmes;pissâtes;pissèrent, Vulgarity, medium, false, false, false, nonEmbeddable, false, false, false, 
pizdách, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
pisset, da, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
chinboko, ja, chin bocko;chinbokko;chinboko;チンボコ;チンボッコ, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, Penis; chin bocko
薄ノロ, ja, usunoro;うすのろ;うすノロ;ウスのろ;ウスノロ;薄のろ;薄ノロ, Microsoft;Vulgarity, high, false, false, true, embeddable, false, true, false, Fool; diminished intelligence
afvænding, da, , Alcohol-Drug, mild, false, false, false, embeddable, true, true, false, rehab
4人プレイ, ja, 4人ぷれい;4人プレイ;yoninpurei;よにんプレイ;ヨニンぷれい;ヨニンプレイ;四人ぷれい;四人プレイ, Microsoft;Sexual;Vulgarity, medium, false, false, true, embeddable, false, true, false, Four people playing game; or some kind of activity. Sex involving Four people.; four-person play
尿シャワー, ja, nyoushawa;にょうシャワー;ニョウシャワー;尿シャワー, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, urine shower
ampuja, fi, , Harm-Abuse;Weapons, medium, false, false, true, embeddable, true, true, false, shooter
aasi, fi, , Bullying, mild, true, false, true, exactMatch, true, false, false, stupid;literally donkey
seward, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
kvabodder, da, , Bullying;Sexual, high, true, false, true, exactMatch, true, true, false, kvabodder
fodidoes, pt, fodao;fodasa;fodaso;fodassimo;fodidao;fodidinha;fodidinho;fodidoes;fodidona;fodinha;fodoes, Disney;Microsoft, high, false, false, true, embeddable, true, true, false, 
aars, nl, reet, Vulgarity, high, false, false, true, nonEmbeddable, true, true, false, Ass
čurákem, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
ouvrir, fr, ouvre, Sexual, medium, true, true, true, nonEmbeddable, true, true, true, 
士農工商, ja, shinoukoushou;しのうこうしょう;シノウコウショウ, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, the four social classes (in Japanese feudal society) : warriors; farmers; craftsmen; and merchants.; derogatory
beliscar, pt, , Violence, medium, false, false, true, embeddable, false, true, true, 
ヤサグレ, ja, yasagure;ヤサグレ, Vulgarity, medium, false, false, true, embeddable, false, true, false, apathy; carelessness
げすやろう, ja, gesu yarou;げすやろう;げすヤロウ;げす野郎;ゲスやろう;ゲスヤロウ;ゲス野郎;下種やろう;下種ヤロウ;下種野郎;下衆やろう;下衆ヤロウ, Microsoft;Vulgarity, medium, false, false, true, embeddable, false, true, false, low-life; sleaze-bag; (description of person)
valdosta, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Georgia.
おんなのくさったようなやつ, ja, onnanokusattayounayatsu;おんなのくさったようなやつ;オンナノクサッタヨウナヤツ, Vulgarity, medium, false, false, true, embeddable, false, true, false, womanish man
たちばっく, ja, tachibakku;たちバっく;タチバック;立ちバック, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, sex position
попиз, ru, выпиж;запиж;запиз;напиз;опиз;отпиж;отпиз;попиз;припиж;припиз;пропиз;распиж;распиз;репиж;репиз;упиж;упиз, Microsoft;Vulgarity, severe, false, true, true, embeddable, false, true, false, 
fåkker, da, focker;fåkker, Vulgarity, high, false, false, false, embeddable, true, true, false, fucker
verneuken, nl, verneuken, Vulgarity, high, false, false, true, nonEmbeddable, false, true, true, To fuck up
tarapacá, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Chile
しし舞, ja, shishimai;ししまい;しし舞;シシマイ;獅子舞, Microsoft;Sexual;Vulgarity, medium, false, false, true, embeddable, false, true, false, Shishimai (lion dance). A name of sex positions. (Traditional expression); lion dance
sguda, da, sguda, Vulgarity, high, false, false, false, nonEmbeddable, true, true, false, damn
hickory, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Missouri.
elizabethtown, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Kentucky.
подзабор, ru, , Vulgarity, medium, false, true, true, embeddable, false, true, false, 
cookeville, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Tennessee.
spanner, de, , Sexual;Vulgarity, medium, false, false, true, embeddable, true, true, false, 
カモの入首, ja, kamonoirikubi;かものいりくび;かもの入り首;かもの入首;カモの入り首;カモの入首;カモノイリクビ;鴨の入り首, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, A name of sex positions. (Traditional expression)
abuelo, es, abuela;abuelo;amante;amigos con beneficios;amigovia;comadre;compadre;cuñada;cuñado;esposa;esposo;hermana;hermanastra;hermanastro;hermano;hijo;loveguru;lover;madrastra;madre;mami;mamita;mamucha;mamá;marido;novia;noviazgo;novio;novios;padrastro;padre;papi;papito;papucho;papá;pareja;peor es nada;prima;sobrina;sobrino;tía, Grooming;PII, medium, false, false, true, embeddable, true, true, false, 
cataño, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Puerto Rico
サカテカラミ, ja, sakatekarami;さかてからみ;サカテカラミ, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, A name of sex positions. (Traditional expression); the tangle underhand
pijear, es, aguayón;banano;bicho;birote;bollo;boniato;brizna;burondanga;butifarra;cabeza;cabezon;cabezón;cacho;camarón;camote;capullo;chile;chizo;chorizo;cogollo;cogollos;cogote;corneta;cornudita;cornuditas;cornudito;cornuditos;coyones;coyos;cuacha;cucuy;cuernitos;cuerno;cíclope;dedo;falo;flaite;forro;fálico;guampas;guampuda;guampudo;huevo;longaniza;mandarria;miembro;nepe;paja;palo;peine;pelón;pichafloja;pichula;pico;pija;pijear;pilin;pilinga;pinchila;pinga;pingo;piola;pito;poia;poias;poronga;poya;poyas;riata;sopladores;tompiates;tranca;verga;ñonga, Disney;Microsoft, medium, false, false, true, embeddable, true, true, false, , banana;bananas
dödel, de, , Sexual, medium, false, false, true, embeddable, true, true, false, 
せいえき, ja, seieki;せいえき;セイエキ, Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, sperm
nasere, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
eocaristia, pt, eocaristia;eucarística, Bigotry-Racism, medium, false, false, true, embeddable, false, true, false, 1) the sacrament of Holy Communion; the sacrifice of the Mass; the Lord's Supper.In the Catholic church
abuela, es, abuela;abuelo;amante;amigos con beneficios;amigovia;comadre;compadre;cuñada;cuñado;esposa;esposo;hermana;hermanastra;hermanastro;hermano;hijo;loveguru;lover;madrastra;madre;mami;mamita;mamucha;mamá;marido;novia;noviazgo;novio;novios;padrastro;padre;papi;papito;papucho;papá;pareja;peor es nada;prima;sobrina;sobrino;tía, Grooming;PII, medium, false, false, true, embeddable, true, true, false, 
dedada, pt, dedada, Sexual, mild, false, false, true, nonEmbeddable, true, true, false, Portuguese for finger
拡張員, ja, kakuchoin;かくちょういん;カクチョウイン, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, sales person; derogatory
chochito, es, , Microsoft, medium, false, false, true, embeddable, true, true, false, 
pissat, fr, pissa;pissai;pissaient;pissais;pissait;pissant;pissas;pissasse;pissassent;pissasses;pissassiez;pissassions;pissat;pisse;pissent;pissera;pisserai;pisseraient;pisserais;pisserait;pisseras;pisserez;pisseriez;pisserions;pisserons;pisseront;pissers;pisses;pissez;pissiez;pissions;pissons;pissâmes;pissâtes;pissèrent, Vulgarity, medium, false, false, false, nonEmbeddable, false, false, false, 
mulkku, fi, , Sexual, medium, false, false, true, nonEmbeddable, true, true, false, Penis
kurvákra, hu, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
عرصات, ar, 3ar9;3ar9at;ars;arsat;m3ara9;m3arasen;maras;عرصات;عرصة;عرصه;معرص;معرصين, Sexual;Vulgarity, medium, false, false, false, embeddable, false, false, false, pimp
pissas, fr, pissa;pissai;pissaient;pissais;pissait;pissant;pissas;pissasse;pissassent;pissasses;pissassiez;pissassions;pissat;pisse;pissent;pissera;pisserai;pisseraient;pisserais;pisserait;pisseras;pisserez;pisseriez;pisserions;pisserons;pisseront;pissers;pisses;pissez;pissiez;pissions;pissons;pissâmes;pissâtes;pissèrent, Vulgarity, medium, false, false, false, nonEmbeddable, false, false, false, 
kichigai, ja, kichigai;きちがい;キチガイ;気狂い , Bigotry-Racism, high, false, false, true, embeddable, false, true, false, mentally-handicapped person; derogatory
ontario, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de California.
pissai, fr, pissa;pissai;pissaient;pissais;pissait;pissant;pissas;pissasse;pissassent;pissasses;pissassiez;pissassions;pissat;pisse;pissent;pissera;pisserai;pisseraient;pisserais;pisserait;pisseras;pisserez;pisseriez;pisserions;pisserons;pisseront;pissers;pisses;pissez;pissiez;pissions;pissons;pissâmes;pissâtes;pissèrent, Vulgarity, medium, false, false, false, nonEmbeddable, false, false, false, 
räjähtää, fi, , Harm-Abuse, high, false, false, true, embeddable, true, true, true, to explode
калич, ru, , Vulgarity, high, false, false, true, embeddable, true, true, false, 
ferry, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Alaska.
opelousas, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, Ciudad de Luisiana.
avføring, no, avfoering;avførings, Vulgarity, mild, false, false, false, embeddable, true, false, false, excrement
carotte, fr, , Sexual, medium, true, true, false, nonEmbeddable, true, false, true, 
shouniai, ja, shouniai;しょうにあい;ショウニアイ;小児性愛の, Microsoft;Sexual;Vulgarity, severe, false, false, true, embeddable, false, true, false, pedophilia; pediatric sex
ero, ja, ero;エロ, Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, Erotic
trabuco, es, amachada;amanerado;arepera;bakala;brito;cacalan;caimiona;chabón;chimbobo;chito;chongo;choto;chupapichi;comerrajas;cuchumbo;fleto;gay;jota;jotita;joto;lela;lesbia;lesbiana;levis;leñadora;loca;maraca;maracas;marica;mayate;putaso;puñal;trabas;trabuco;trabucos;tragasables;travesaño;travesaños;travuco;travucos;trucho;ñoco, Bigotry-Racism;Microsoft, medium, false, false, true, embeddable, true, true, false, 
sajrajt, cs, , Microsoft, medium, false, false, true, embeddable, false, true, false, 
welland, es, , Places, medium, false, false, false, nonEmbeddable, false, false, false, City in Canadá
sacrement, fr, sacrement, Vulgarity, medium, true, true, true, embeddable, true, true, true, 
koke, ja, koke;こけ;コケ, Bigotry-Racism, high, false, false, true, embeddable, false, true, false, moss plant but also can mean a mentally-handicapped person; derogatory
furousha, ja, furousha;ふろうしゃ;フロウシャ, Bigotry-Racism, medium, false, false, true, embeddable, false, true, false, homeless; derogatory
matadouro, pt, , Violence, medium, false, false, true, embeddable, true, true, false, 
seksuel, da, sexuel, Sexual, high, true, false, false, embeddable, false, true, true, sexual
elf, de, acht;drei;elf;fünf;neun;sechs;sieben;vier;zehn;zwei;zwölf, Numbers, medium, false, false, true, embeddable, false, true, false, "German numbers, 1 through 12"
golfa, es, , Disney, medium, false, false, true, embeddable, true, true, false, 
sunnisme, fr, , Bigotry-Racism, medium, true, true, true, embeddable, true, true, true, 
skøge, da, , Bullying;Sexual, high, false, false, false, embeddable, true, true, false, hore
真空吸入具, ja, shinkukyunyugu;しんくうきゅうにゅうぐ;シンクウキュウニュウグ, Microsoft;Sexual;Vulgarity, high, false, false, true, embeddable, false, true, false, sex toy
postnummer, da, post nummer, PII, medium, false, false, false, embeddable, true, true, false, zip code
munnsex, no, , Microsoft;Sexual, high, false, false, false, embeddable, true, true, false, Oral sex.
