Word,Match Type,Language,Type,Severity,Substring Match,Language,Type,Severity,Substring Match,...
rodrgodeleon25,not_exact,,,,rod,en,Sexual,mild
alejo,not_exact,,,,ale,en,Alcohol-Drug,mild
Alex1211,not_exact,,,,ale,en,Alcohol-Drug,mild
Fray De Cat,not_exact,,,,ay,en,Disney,mild
Blackhonter,not_exact,,,,ck,en,Disney,mild
ninakastelic,not_exact,,,,lic,en,Sexual,mild
SuperJay22,not_exact,,,,ay,en,Disney,mild
Taylor,not_exact,,,,ay,en,Disney,mild
Rick_Proud,not_exact,,,,ck,en,Disney,mild
NICK_BUENO,not_exact,,,,ck,en,Disney,mild
Zayaji,not_exact,,,,ay,en,Disney,mild
Raynja,not_exact,,,,ay,en,Disney,mild
Alialex22,not_exact,,,,ale,en,Alcohol-Drug,mild
ZachAttack622,not_exact,,,,chat,en,PII,mild,ck,en,Disney,mild
Daisy_Firecharm,not_exact,,,,harm,en,Violence,mild
kittyboo,not_exact,,,,kit,en,Grooming;Sexual,mild
Sockeye,not_exact,,,,ck,en,Disney,mild
jack,not_exact,,,,ck,en,Disney,mild
willy5224,not_exact,,,,willy,en,Sexual,mild
reesecup07,not_exact,,,,ees,en,Alcohol-Drug,mild
jayzi,not_exact,,,,ay,en,Disney,mild
CaptainHook,not_exact,,,,hoo,en,Vulgarity,mild
newbiefever,not_exact,,,,newbie,en,Vulgarity,mild
Hacky1432,not_exact,,,,hack,en,Disney,mild,ck,en,Disney,mild
Blacklight,not_exact,,,,ck,en,Disney,mild
SmashingRage,not_exact,,,,smash,en,Violence,mild
grumpy011093,not_exact,,,,rum,en,Alcohol-Drug,mild
Disneyfan1995,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
nillay,not_exact,,,,ay,en,Disney,mild
Annunya,not_exact,,,,nunya,en,Vulgarity,mild
kidalex,not_exact,,,,ale,en,Alcohol-Drug,mild
alex1999,not_exact,,,,ale,en,Alcohol-Drug,mild
AnaJlle,not_exact,,,,ana,en,Sexual,mild
Pandapops,not_exact,,,,panda,en,Disney,none
ana1001,not_exact,,,,ana,en,Sexual,mild
Jerayan,not_exact,,,,ay,en,Disney,mild
RTucker,not_exact,,,,ck,en,Disney,mild
MiniPixar,not_exact,,,,nip,en,Alcohol-Drug;Disney,mild
Rodrigo,not_exact,,,,rod,en,Sexual,mild
DogBuzz,not_exact,,,,dog,en,Vulgarity,mild
PandaGameplays,not_exact,,,,panda,en,Disney,none,ay,en,Disney,mild
wackolightning122,not_exact,,,,wack,en,Sexual,mild,ck,en,Disney,mild
jim Warshot,not_exact,,,,hot,en,Sexual,mild
Alexz0611,not_exact,,,,ale,en,Alcohol-Drug,mild
Domigo McDuck,not_exact,,,,ck,en,Disney,mild
n1ck709,not_exact,,,,ck,en,Disney,mild
QuickDraw,not_exact,,,,ck,en,Disney,mild
buddydudy,not_exact,,,,bud,en,Alcohol-Drug,mild
poodlelover100,not_exact,,,,poo,en,Vulgarity,mild
Deathlock7,not_exact,,,,death,en,Harm-Abuse,mild,ck,en,Disney,mild
poohpanda,not_exact,,,,poo,en,Vulgarity,mild,panda,en,Disney,none
patrick5806,not_exact,,,,ck,en,Disney,mild
mickey241,not_exact,,,,ck,en,Disney,mild
wreckabledude,not_exact,,,,ck,en,Disney,mild
EvanatorMN,not_exact,,,,ana,en,Sexual,mild
BluBabyBoy,not_exact,,,,baby,en,Grooming,mild
LOOPYLOU,not_exact,,,,loopy,en,Vulgarity,mild
epicmickeyfan2010,not_exact,,,,ck,en,Disney,mild
Batchan,not_exact,,,,batch,en,Bullying,mild
Donald_Quackers,not_exact,,,,ck,en,Disney,mild
nanakuli98,not_exact,,,,ana,en,Sexual,mild
nevesseven10,not_exact,,,,sse,en,Disney;Sexual,mild
rodrigo_mafort,not_exact,,,,rod,en,Sexual,mild
spookyalice,not_exact,,,,poo,en,Vulgarity,mild,lic,en,Sexual,mild
grayishcascade6,not_exact,,,,gray,en,Disney,mild,ay,en,Disney,mild
disneygamernerd123,not_exact,,,,nerd,en,Bullying,mild
TheMonkeyCall,not_exact,,,,monkey,en,Vulgarity,mild
BrayRad,not_exact,,,,ay,en,Disney,mild
blackbeard,not_exact,,,,ck,en,Disney,mild
Peter,exact,en,Microsoft,mild
rockwxnl,not_exact,,,,ck,en,Disney,mild
ursacked,not_exact,,,,ck,en,Disney,mild
AnaB,not_exact,,,,ana,en,Sexual,mild
adriana,not_exact,,,,ana,en,Sexual,mild
charlypayaboom,not_exact,,,,ay,en,Disney,mild
Spalla,not_exact,,,,pal,en,Grooming,mild
boogiebaby05,not_exact,,,,baby,en,Grooming,mild
josafats,not_exact,,,,fat,en,Bullying,mild
raid,exact,en,Disney,mild
Kephale,not_exact,,,,ale,en,Alcohol-Drug,mild
maxlob852,not_exact,,,,lob,en,Vulgarity,mild
DisneyFan1978,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
bennyskillz,not_exact,,,,kil,en,Bullying,mild,kill,en,Bullying,mild
wreckitgavin9836,not_exact,,,,kit,en,Grooming;Sexual,mild,ck,en,Disney,mild
karay69904,not_exact,,,,ay,en,Disney,mild
kkthekid,not_exact,,,,hek,en,Bullying,mild
Arckanda,not_exact,,,,ck,en,Disney,mild
playtest1,not_exact,,,,ay,en,Disney,mild
ahanaon ,not_exact,,,,ana,en,Sexual,mild
dplaytest1,not_exact,,,,ay,en,Disney,mild
playtest2,not_exact,,,,ay,en,Disney,mild
dplaytest4,not_exact,,,,ay,en,Disney,mild
playtest3,not_exact,,,,ay,en,Disney,mild
TheDisnerd,not_exact,,,,nerd,en,Bullying,mild
RayvenHunter,not_exact,,,,ay,en,Disney,mild
lorneswag,not_exact,,,,swag,en,Disney,none
kordelswag12,not_exact,,,,swag,en,Disney,none
alexfly59,not_exact,,,,ale,en,Alcohol-Drug,mild
Napoleon,not_exact,,,,pole,en,Disney;Sexual,mild
Mariana25,not_exact,,,,ana,en,Sexual,mild
daynara,not_exact,,,,ay,en,Disney,mild
Bhaggins,not_exact,,,,hag,en,Bullying,mild
Angelgirl ,not_exact,,,,irl,en,Grooming;PII,mild
Karn1995,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
jack98,not_exact,,,,ck,en,Disney,mild
Beatles,not_exact,,,,beat,en,Harm-Abuse,mild
dogface,not_exact,,,,dog,en,Vulgarity,mild
happyBirthday,not_exact,,,,ay,en,Disney,mild
anastasiya04,not_exact,,,,ana,en,Sexual,mild
lucigniki,not_exact,,,,cig,en,Alcohol-Drug,mild
nanag2407,not_exact,,,,ana,en,Sexual,mild
alexis4895,not_exact,,,,ale,en,Alcohol-Drug,mild
lindsay1407,not_exact,,,,ay,en,Disney,mild
diexito35,not_exact,,,,die,en,Disney;Harm-Abuse;Threats,mild
MrNeese,not_exact,,,,ees,en,Alcohol-Drug,mild
Zacky,not_exact,,,,ck,en,Disney,mild
kitty1727,not_exact,,,,kit,en,Grooming;Sexual,mild
alice230,not_exact,,,,lic,en,Sexual,mild
jblack19,not_exact,,,,ck,en,Disney,mild
sproeckercito,not_exact,,,,ck,en,Disney,mild
Alex0914,not_exact,,,,ale,en,Alcohol-Drug,mild
franalinee,not_exact,,,,ana,en,Sexual,mild
Mayh,not_exact,,,,ay,en,Disney,mild
alex28,not_exact,,,,ale,en,Alcohol-Drug,mild
Rayrook,not_exact,,,,ay,en,Disney,mild
TheDisneyNerd98,not_exact,,,,nerd,en,Bullying,mild
DeWayne8,not_exact,,,,ay,en,Disney,mild
peanutmsn,not_exact,,,,nut,en,Vulgarity,mild
alekc112233445566,not_exact,,,,ale,en,Alcohol-Drug,mild
Igale82,not_exact,,,,ale,en,Alcohol-Drug,mild
mickey163,not_exact,,,,ck,en,Disney,mild
nickyjp,not_exact,,,,ck,en,Disney,mild
lforkel1230,not_exact,,,,fork,en,Sexual,mild
Princesse,not_exact,,,,sse,en,Disney;Sexual,mild
MickeyMagic12145,not_exact,,,,ck,en,Disney,mild
alexmix2013,not_exact,,,,ale,en,Alcohol-Drug,mild
BearnGeek,not_exact,,,,geek,en,Vulgarity,mild
Acegodfather10,not_exact,,,,fat,en,Bullying,mild
Python0256,not_exact,,,,python,en,Disney,none
Aynur,not_exact,,,,ay,en,Disney,mild
coolgirlrocksgood,not_exact,,,,irl,en,Grooming;PII,mild,ck,en,Disney,mild
eddie,not_exact,,,,die,en,Disney;Harm-Abuse;Threats,mild
anamaria323,not_exact,,,,ana,en,Sexual,mild
pnlecko,not_exact,,,,ck,en,Disney,mild
ericka69,not_exact,,,,ck,en,Disney,mild
Drackonos,not_exact,,,,ck,en,Disney,mild
wockawockawocka,not_exact,,,,ck,en,Disney,mild
ballardgirl,not_exact,,,,irl,en,Grooming;PII,mild
TheBuckStuff,not_exact,,,,ck,en,Disney,mild
tatiana123,not_exact,,,,ana,en,Sexual,mild
chuckleberry,not_exact,,,,ck,en,Disney,mild
chucklebaby,not_exact,,,,baby,en,Grooming,mild,ck,en,Disney,mild
baturay,not_exact,,,,ay,en,Disney,mild
thekid13,not_exact,,,,hek,en,Bullying,mild
amaya080312,not_exact,,,,ay,en,Disney,mild
Monkeyboychris,not_exact,,,,monkey,en,Vulgarity,mild
NegativePi,not_exact,,,,neg,en,Disney,none
Eliweisheit,not_exact,,,,sheit,en,Microsoft;Vulgarity,high
Nikita,not_exact,,,,kit,en,Grooming;Sexual,mild
alex2005,not_exact,,,,ale,en,Alcohol-Drug,mild
guineapigs123,not_exact,,,,pig,en,Vulgarity,mild
anat,not_exact,,,,ana,en,Sexual,mild
flooopoog,not_exact,,,,poo,en,Vulgarity,mild
Shay,not_exact,,,,ay,en,Disney,mild
crowbar,not_exact,,,,bar,en,Bullying,mild
Cityado,not_exact,,,,city,en,PII,mild
lana091203,not_exact,,,,ana,en,Sexual,mild
barbalb,not_exact,,,,bar,en,Bullying,mild
BabyLuna22,not_exact,,,,baby,en,Grooming,mild
Palsunstar,not_exact,,,,pal,en,Grooming,mild
hSantilal,not_exact,,,,anti,en,Disney,mild
alejess1995,not_exact,,,,ale,en,Alcohol-Drug,mild
RockyDude1103,not_exact,,,,ck,en,Disney,mild
lyckan,not_exact,,,,ck,en,Disney,mild
axel36766,not_exact,,,,axe,en,Violence,mild
RebelNine,not_exact,,,,ln,en,Disney,none
valentin,not_exact,,,,ale,en,Alcohol-Drug,mild
Kees,not_exact,,,,ees,en,Alcohol-Drug,mild
kitkat1938,not_exact,,,,kit,en,Grooming;Sexual,mild
Analog0121,not_exact,,,,ana,en,Sexual,mild
Yokay,not_exact,,,,ay,en,Disney,mild
telana,not_exact,,,,ana,en,Sexual,mild
santi,not_exact,,,,anti,en,Disney,mild
pickachu34,not_exact,,,,ck,en,Disney,mild
anahi,not_exact,,,,ana,en,Sexual,mild
Jayvas,not_exact,,,,ay,en,Disney,mild
Chattery,not_exact,,,,chat,en,PII,mild
alexan553,not_exact,,,,ale,en,Alcohol-Drug,mild
LokiGirl69,not_exact,,,,irl,en,Grooming;PII,mild
eternalnem,not_exact,,,,ln,en,Disney,none
zamakito458,not_exact,,,,kit,en,Grooming;Sexual,mild
nadelno,not_exact,,,,ln,en,Disney,none
Zackery647,not_exact,,,,ck,en,Disney,mild
natanaelxdxs,not_exact,,,,ana,en,Sexual,mild
Ronick90,not_exact,,,,ck,en,Disney,mild
Alexander,not_exact,,,,ale,en,Alcohol-Drug,mild
mickie103333,not_exact,,,,ck,en,Disney,mild
AnthonyYahoo,not_exact,,,,yahoo,en,Vulgarity,mild,hoo,en,Vulgarity,mild
peter12375,not_exact,,,,peter,en,Microsoft,mild
rodrimak,not_exact,,,,rod,en,Sexual,mild
brunoob35,not_exact,,,,noob,en,Vulgarity,mild
Leotubarao,not_exact,,,,bar,en,Bullying,mild
Yanully,not_exact,,,,null,en,Disney,none
Marckpm,not_exact,,,,ck,en,Disney,mild
lugu2004,not_exact,,,,lug,en,Vulgarity,mild
gxCFKDQ00000,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00001,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00002,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00003,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00004,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00005,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00006,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00007,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00008,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00009,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00010,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00011,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00012,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00013,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00014,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00015,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00016,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00017,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00018,not_exact,,,,fk,en,Vulgarity,mild
gxCFKDQ00019,not_exact,,,,fk,en,Vulgarity,mild
Smokeybear03,not_exact,,,,smoke,en,Alcohol-Drug,mild
rodrilolo,not_exact,,,,rod,en,Sexual,mild
Romay1966,not_exact,,,,ay,en,Disney,mild
Dalencia,not_exact,,,,ale,en,Alcohol-Drug,mild
shata28,not_exact,,,,shat,en,Microsoft;Vulgarity,high
nick_nausea,not_exact,,,,ck,en,Disney,mild
jack78,not_exact,,,,ck,en,Disney,mild
diman1910,not_exact,,,,n19,en,Bigotry-Racism;Vulgarity,high
babalicious,not_exact,,,,lic,en,Sexual,mild
jadana05,not_exact,,,,ana,en,Sexual,mild
rockmonster,not_exact,,,,ck,en,Disney,mild
JAYDOG123,not_exact,,,,ay,en,Disney,mild,dog,en,Vulgarity,mild
Ayane,not_exact,,,,ay,en,Disney,mild
Play_Games_BR,not_exact,,,,ay,en,Disney,mild
luana,not_exact,,,,ana,en,Sexual,mild
iguanamon400,not_exact,,,,ana,en,Sexual,mild
Anastasiya1,not_exact,,,,ana,en,Sexual,mild
Nuta21022001,not_exact,,,,nut,en,Vulgarity,mild
BLACKDEFY,not_exact,,,,ck,en,Disney,mild
kisssm,not_exact,,,,kiss,en,Grooming;Sexual,mild
ROCKSTAR,not_exact,,,,ck,en,Disney,mild
lorddeathspell,not_exact,,,,death,en,Harm-Abuse,mild
alejo2029,not_exact,,,,ale,en,Alcohol-Drug,mild
Caleeb1,not_exact,,,,ale,en,Alcohol-Drug,mild
OtakuAlone,not_exact,,,,alone,en,Grooming,mild
meckbob123,not_exact,,,,ck,en,Disney,mild
Marinamixlaim,not_exact,,,,aim,en,PII,mild
jdoggnz,not_exact,,,,dog,en,Vulgarity,mild
valerie,not_exact,,,,ale,en,Alcohol-Drug,mild
SuperMonkeyHero,not_exact,,,,monkey,en,Vulgarity,mild
hooahu,not_exact,,,,hoo,en,Vulgarity,mild
Vickitty,not_exact,,,,kit,en,Grooming;Sexual,mild,ck,en,Disney,mild
jayman,not_exact,,,,ay,en,Disney,mild
Rafaelpllay,not_exact,,,,ay,en,Disney,mild
Zero,exact,en,Vulgarity,mild
Ulyana2013,not_exact,,,,ana,en,Sexual,mild
roadmedic,not_exact,,,,road,en,PII,mild
Emirhanates2,not_exact,,,,ana,en,Sexual,mild
Punkiz,not_exact,,,,punk,en,Vulgarity,mild
erickdiniz2013,not_exact,,,,ck,en,Disney,mild
grayraven,not_exact,,,,gray,en,Disney,mild,ay,en,Disney,mild
Kitty,not_exact,,,,kit,en,Grooming;Sexual,mild
cale-baird,not_exact,,,,ale,en,Alcohol-Drug,mild
alex28832,not_exact,,,,ale,en,Alcohol-Drug,mild
Valentina,not_exact,,,,ale,en,Alcohol-Drug,mild
OtteryStCatchpole,not_exact,,,,pole,en,Disney;Sexual,mild
Bombasuprema27,not_exact,,,,bomb,en,Harm-Abuse;Threats,mild,bom,en,Harm-Abuse;Threats,mild
TatianaMUFC,not_exact,,,,ana,en,Sexual,mild
letmehave,not_exact,,,,meh,en,Disney,none
day55,not_exact,,,,ay,en,Disney,mild
Thunderstruck,not_exact,,,,ck,en,Disney,mild
barbosa2002,not_exact,,,,bar,en,Bullying,mild
NightDiego,not_exact,,,,die,en,Disney;Harm-Abuse;Threats,mild
nikita102030,not_exact,,,,kit,en,Grooming;Sexual,mild
Alice,not_exact,,,,lic,en,Sexual,mild
ALEKS,not_exact,,,,ale,en,Alcohol-Drug,mild
